D9,FAM,hf183,NTC,NTC,N/A,N/A
A1,VIC,IAC,Unkn,Sew Spike 1,34.01,
A2,VIC,IAC,Unkn,Sew Spike 1,34.39,
A3,VIC,IAC,Unkn,Sew Spike 1,34.39,
A4,VIC,IAC,Unkn,Sew Spike 2,34.01,
A5,VIC,IAC,Unkn,Sew Spike 2,34.39,
A6,VIC,IAC,Unkn,Sew Spike 2,34.39,
A7,VIC,IAC,Unkn,Sew Spike 3,34.54,
A8,VIC,IAC,Unkn,Sew Spike 3,34.54,
A9,VIC,IAC,Unkn,Sew Spike 3,35.22,
A10,VIC,IAC,Unkn,Sew Spike 4,34.01,
A11,VIC,IAC,Unkn,Sew Spike 4,34.39,
A12,VIC,IAC,Unkn,Sew Spike 4,34.39,
B1,VIC,IAC,Unkn,Sew Spike 5,34.01,
B2,VIC,IAC,Unkn,Sew Spike 5,34.39,
B3,VIC,IAC,Unkn,Sew Spike 5,34.39,
B4,VIC,IAC,Unkn,Sew Spike 6,34.54,
B5,VIC,IAC,Unkn,Sew Spike 6,34.54,
B6,VIC,IAC,Unkn,Sew Spike 6,35.22,
B7,VIC,IAC,Neg Ctrl,NEC1,34.01,N/A
B8,VIC,IAC,Neg Ctrl,NEC1,34.39,N/A
B9,VIC,IAC,Neg Ctrl,NEC1,34.39,N/A
B10,VIC,IAC,Neg Ctrl,NEC2,34.01,N/A
B11,VIC,IAC,Neg Ctrl,NEC2,34.39,N/A
B12,VIC,IAC,Neg Ctrl,NEC2,34.39,N/A
C1,VIC,IAC,Std-01,HF183 Std,34.54,1.00E+06
C2,VIC,IAC,Std-01,HF183 Std,34.54,1.00E+06
C3,VIC,IAC,Std-01,HF183 Std,35.22,1.00E+06
C4,VIC,IAC,Std-02,HF183 Std,34.01,1.00E+05
C5,VIC,IAC,Std-02,HF183 Std,34.39,1.00E+05
C6,VIC,IAC,Std-02,HF183 Std,34.39,1.00E+05
C7,VIC,IAC,Std-03,HF183 Std,34.01,1.00E+04
C8,VIC,IAC,Std-03,HF183 Std,34.39,1.00E+04
C9,VIC,IAC,Std-03,HF183 Std,34.39,1.00E+04
C10,VIC,IAC,Std-04,HF183 Std,34.54,1.00E+03
C11,VIC,IAC,Std-04,HF183 Std,34.54,1.00E+03
C12,VIC,IAC,Std-04,HF183 Std,35.22,1.00E+03
D1,VIC,IAC,Std-05,HF183 Std,34.01,1.00E+02
D2,VIC,IAC,Std-05,HF183 Std,34.39,1.00E+02
D3,VIC,IAC,Std-05,HF183 Std,34.39,1.00E+02
D4,VIC,IAC,Std-06,HF183 Std,34.01,1.00E+01
D5,VIC,IAC,Std-06,HF183 Std,34.39,1.00E+01
D6,VIC,IAC,Std-06,HF183 Std,34.39,1.00E+01
D7,VIC,IAC,NTC,NTC,N/A,N/A
D8,VIC,IAC,NTC,NTC,N/A,N/A
D9,VIC,IAC,NTC,NTC,N/A,N/A
F1,FAM,sketa,Unkn,Sew Spike 1,23.27,
F2,FAM,sketa,Unkn,Sew Spike 1,23.27,
F3,FAM,sketa,Unkn,Sew Spike 1,23.27,
F4,FAM,sketa,Unkn,Sew Spike 2,23.27,
F5,FAM,sketa,Unkn,Sew Spike 2,23.27,
F6,FAM,sketa,Unkn,Sew Spike 2,23.27,
F7,FAM,sketa,Unkn,Sew Spike 3,23.27,
F8,FAM,sketa,Unkn,Sew Spike 3,23.27,
F9,FAM,sketa,Unkn,Sew Spike 3,23.27,
F10,FAM,sketa,Unkn,Sew Spike 4,23.27,
F11,FAM,sketa,Unkn,Sew Spike 4,23.27,
F12,FAM,sketa,Unkn,Sew Spike 4,23.27,
G1,FAM,sketa,Unkn,Sew Spike 5,23.27,
G2,FAM,sketa,Unkn,Sew Spike 5,23.27,
G3,FAM,sketa,Unkn,Sew Spike 5,23.27,
G4,FAM,sketa,Unkn,Sew Spike 6,23.27,
G5,FAM,sketa,Unkn,Sew Spike 6,23.27,
G6,FAM,sketa,Unkn,Sew Spike 6,23.27,
G7,FAM,sketa,Neg Ctrl,NEC1,25.25,N/A
G8,FAM,sketa,Neg Ctrl,NEC1,25.23,N/A
G9,FAM,sketa,Neg Ctrl,NEC1,25.23,N/A
G10,FAM,sketa,Neg Ctrl,NEC2,25.25,N/A
G11,FAM,sketa,Neg Ctrl,NEC2,25.23,N/A
G12,FAM,sketa,Neg Ctrl,NEC2,25.23,N/A
H1,FAM,sketa,NTC,NTC,N/A,N/A
H2,FAM,sketa,NTC,NTC,N/A,N/A
H3,FAM,sketa,NTC,NTC,N/A,N/A
